2.304999999999999716e+01,1.275000000000000355e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.892546881191536468e+00
2.275000000000000000e+01,1.365000000000000213e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.792821650005886447e+00
2.164999999999999858e+01,1.405000000000000249e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.831889709047336723e+00
2.039999999999999858e+01,1.365000000000000213e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.704965493776252394e+00
1.964999999999999858e+01,1.330000000000000249e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.953371148285022674e+00
1.860000000000000142e+01,1.310000000000000320e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.422762653968171698e+00
1.779999999999999716e+01,1.380000000000000249e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.141592653589793116e+00
1.695000000000000284e+01,1.380000000000000249e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.727085779005007815e+00
1.570000000000000284e+01,1.325000000000000355e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.622446539343271432e+00
1.500000000000000000e+01,1.285000000000000320e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.907849472720891004e+00
1.395000000000000284e+01,1.260000000000000320e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.589937671061250057e+00
1.329999999999999716e+01,1.300000000000000355e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.798568713169087729e+00
1.260000000000000142e+01,1.325000000000000355e+01,1.000000000000000000e+00,2.000000000000000000e+00,-2.627141340530764868e+00
1.145000000000000284e+01,1.260000000000000320e+01,1.000000000000000000e+00,2.000000000000000000e+00,-1.727398203776917551e+00
1.129999999999999716e+01,1.165000000000000213e+01,1.000000000000000000e+00,2.000000000000000000e+00,-7.853981633974463916e-01
1.225000000000000000e+01,1.070000000000000284e+01,1.000000000000000000e+00,2.000000000000000000e+00,-1.675673265525132072e+00
1.214999999999999858e+01,9.750000000000003553e+00,1.000000000000000000e+00,2.000000000000000000e+00,-2.034443935795697822e+00
1.170000000000000284e+01,8.850000000000001421e+00,1.000000000000000000e+00,2.000000000000000000e+00,-1.172273881128477413e+00
1.210000000000000142e+01,7.900000000000002132e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
