2.600000000000001421e+00,1.000000000000014211e-01,1.000000000000000000e+00,2.000000000000000000e+00,-5.549850524571770666e-02
3.500000000000000000e+00,5.000000000000071054e-02,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.450000000000002842e+00,5.000000000000071054e-02,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.350000000000001421e+00,5.000000000000071054e-02,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.299999999999997158e+00,5.000000000000071054e-02,1.000000000000000000e+00,2.000000000000000000e+00,5.258306161094230408e-02
7.250000000000000000e+00,1.000000000000014211e-01,1.000000000000000000e+00,2.000000000000000000e+00,5.549850524571770666e-02
8.149999999999998579e+00,1.500000000000021316e-01,1.000000000000000000e+00,2.000000000000000000e+00,5.258306161094230408e-02
9.100000000000001421e+00,2.000000000000028422e-01,1.000000000000000000e+00,2.000000000000000000e+00,1.106572211738954259e-01
1.000000000000000000e+01,3.000000000000024869e-01,1.000000000000000000e+00,2.000000000000000000e+00,2.709468503384209748e-01
1.089999999999999858e+01,5.500000000000024869e-01,1.000000000000000000e+00,2.000000000000000000e+00,4.398425828157358497e-01
1.175000000000000000e+01,9.500000000000028422e-01,1.000000000000000000e+00,2.000000000000000000e+00,6.327488350021822638e-01
1.250000000000000000e+01,1.500000000000001776e+00,1.000000000000000000e+00,2.000000000000000000e+00,9.685089806599352924e-01
1.304999999999999716e+01,2.300000000000002487e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.022569315090018138e-01
1.370000000000000284e+01,2.850000000000001421e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.485000000000000142e+01,2.850000000000001421e+00,1.000000000000000000e+00,2.000000000000000000e+00,-9.065988720074467933e-02
1.595000000000000284e+01,2.750000000000001776e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.713374798336307014e-01
1.664999999999999858e+01,3.200000000000002842e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.899573262537268437e-01
1.739999999999999858e+01,3.600000000000001421e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.854999999999999716e+01,3.600000000000001421e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.906070436976876170e-01
1.939999999999999858e+01,3.950000000000002842e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.419472680059153724e-01
2.000000000000000000e+01,4.500000000000001776e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.058788714048519819e-01
2.095000000000000284e+01,4.800000000000002487e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.355277139855017299e-01
2.204999999999999716e+01,4.950000000000002842e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.404195002705834971e-01
2.279999999999999716e+01,5.400000000000002132e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.158385885197508181e+00
2.314999999999999858e+01,6.200000000000002842e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.471127674303733146e+00
2.325000000000000000e+01,7.200000000000002842e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.570796326794896558e+00
2.325000000000000000e+01,8.150000000000002132e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.570796326794896558e+00
2.325000000000000000e+01,9.050000000000002487e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.570796326794896558e+00
2.325000000000000000e+01,9.950000000000002842e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.520837931072956728e+00
2.329999999999999716e+01,1.095000000000000284e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.681453547968786211e+00
2.320000000000000284e+01,1.185000000000000142e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.735945004209529241e+00
