9.575002000000004898e+00,-2.249979999999993652e-01,2.000000000000000000e+00,1.647568218064680456e+00
9.525002000000000635e+00,4.250020000000063192e-01,2.000000000000000000e+00,1.570796326794896558e+00
9.525002000000000635e+00,1.025002000000000635e+00,2.000000000000000000e+00,1.570796326794896558e+00
9.525002000000000635e+00,1.675002000000006319e+00,2.000000000000000000e+00,1.570796326794896558e+00
9.525002000000000635e+00,2.325002000000004898e+00,2.000000000000000000e+00,1.487655094906448427e+00
9.575002000000004898e+00,2.925002000000006319e+00,2.000000000000000000e+00,1.494024435525122652e+00
9.625002000000002056e+00,3.575002000000004898e+00,2.000000000000000000e+00,1.570796326794896558e+00
9.625002000000002056e+00,4.175002000000006319e+00,2.000000000000000000e+00,1.570796326794896558e+00
9.625002000000002056e+00,4.775002000000000635e+00,2.000000000000000000e+00,1.570796326794896558e+00
9.625002000000002056e+00,5.425002000000006319e+00,2.000000000000000000e+00,1.494024435525111993e+00
9.675002000000006319e+00,6.075002000000004898e+00,2.000000000000000000e+00,1.494024435525122652e+00
9.725002000000003477e+00,6.725002000000003477e+00,2.000000000000000000e+00,1.647568218064670464e+00
9.675002000000006319e+00,7.375002000000002056e+00,2.000000000000000000e+00,1.653937558683344689e+00
9.625002000000002056e+00,7.975002000000003477e+00,2.000000000000000000e+00,2.034443935795702707e+00
9.375002000000002056e+00,8.475002000000003477e+00,2.000000000000000000e+00,2.582993338246229342e+00
8.975002000000003477e+00,8.725002000000003477e+00,2.000000000000000000e+00,3.141592653589793116e+00
8.325002000000004898e+00,8.725002000000003477e+00,2.000000000000000000e+00,-3.075024489813973361e+00
7.575002000000004898e+00,8.675002000000006319e+00,2.000000000000000000e+00,-3.070285188804497079e+00
6.875002000000002056e+00,8.625002000000002056e+00,2.000000000000000000e+00,-3.064820762320019210e+00
6.225002000000003477e+00,8.575002000000004898e+00,2.000000000000000000e+00,3.141592653589793116e+00
5.575002000000004898e+00,8.575002000000004898e+00,2.000000000000000000e+00,3.141592653589793116e+00
4.975002000000003477e+00,8.575002000000004898e+00,2.000000000000000000e+00,3.141592653589793116e+00
4.325002000000004898e+00,8.575002000000004898e+00,2.000000000000000000e+00,3.141592653589793116e+00
3.725002000000003477e+00,8.575002000000004898e+00,2.000000000000000000e+00,-3.064820762320008551e+00
3.075002000000004898e+00,8.525002000000000635e+00,2.000000000000000000e+00,3.141592653589793116e+00
2.475002000000003477e+00,8.525002000000000635e+00,2.000000000000000000e+00,-3.064820762320019210e+00
1.825002000000004898e+00,8.475002000000003477e+00,2.000000000000000000e+00,3.058451421701356754e+00
1.225002000000003477e+00,8.525002000000000635e+00,2.000000000000000000e+00,3.141592653589793116e+00
