-1.217499799999999510e+01,-2.249979999999993652e-01,5.400150037596901376e-02,2.500000000000000000e+00
-1.032499799999999368e+01,-1.249979999999979441e-01,2.702044918726717593e-02,2.500000000000000000e+00
-8.474997999999999365e+00,-7.499799999999368083e-02,0.000000000000000000e+00,2.500000000000000000e+00
-6.624997999999997944e+00,-7.499799999999368083e-02,0.000000000000000000e+00,2.500000000000000000e+00
-4.824997999999993681e+00,-7.499799999999368083e-02,0.000000000000000000e+00,2.500000000000000000e+00
-3.574997999999993681e+00,-7.499799999999368083e-02,-3.997868712329344376e-02,2.500000000000000000e+00
-2.324997999999993681e+00,-1.249979999999979441e-01,-2.702044918726333525e-02,2.500000000000000000e+00
-4.749979999999993652e-01,-1.749979999999951019e-01,-2.040533068653980348e-02,2.500000000000000000e+00
1.975002000000003477e+00,-2.249979999999993652e-01,-3.997868712328777469e-02,2.500000000000000000e+00
3.225002000000003477e+00,-2.749979999999965230e-01,-2.777063659341950236e-02,2.500000000000000000e+00
5.025002000000000635e+00,-3.249979999999936808e-01,-3.997868712329344376e-02,2.500000000000000000e+00
6.275002000000000635e+00,-3.749979999999979441e-01,0.000000000000000000e+00,2.500000000000000000e+00
7.525002000000000635e+00,-3.749979999999979441e-01,2.782996590051113328e-01,2.500000000000000000e+00
9.275002000000000635e+00,1.250020000000020559e-01,8.124186125847114859e-01,2.500000000000000000e+00
1.017500200000000632e+01,1.075002000000004898e+00,1.428899272190732761e+00,2.500000000000000000e+00
1.042500200000000632e+01,2.825002000000004898e+00,1.986860832518720699e+00,2.500000000000000000e+00
9.475002000000003477e+00,4.975002000000003477e+00,1.231503712340851653e+00,2.500000000000000000e+00
1.007500200000000490e+01,6.675002000000006319e+00,2.034443935795704483e+00,2.500000000000000000e+00
9.225002000000003477e+00,8.375002000000002056e+00,3.141592653589793116e+00,2.500000000000000000e+00
7.575002000000004898e+00,8.375002000000002056e+00,-3.112189365385789941e+00,2.500000000000000000e+00
5.875002000000002056e+00,8.325002000000004898e+00,-3.112189365385785500e+00,2.500000000000000000e+00
4.175002000000006319e+00,8.275002000000000635e+00,3.141592653589793116e+00,2.500000000000000000e+00
2.375002000000002056e+00,8.275002000000000635e+00,3.113822016996369957e+00,2.500000000000000000e+00
5.750020000000048981e-01,8.325002000000004898e+00,3.113822016996373954e+00,2.500000000000000000e+00
-1.224997999999999365e+00,8.375002000000002056e+00,3.101613966466499672e+00,2.500000000000000000e+00
-2.474997999999999365e+00,8.425002000000006319e+00,3.101613966466505445e+00,2.500000000000000000e+00
-3.724997999999999365e+00,8.475002000000003477e+00,3.101613966466505445e+00,2.500000000000000000e+00
-4.974997999999999365e+00,8.525002000000000635e+00,3.064820762320013880e+00,2.500000000000000000e+00
-6.274997999999996523e+00,8.625002000000002056e+00,3.064820762320013880e+00,2.500000000000000000e+00
-7.574997999999993681e+00,8.725002000000003477e+00,3.064820762320014325e+00,2.500000000000000000e+00
-8.874997999999997944e+00,8.825002000000004898e+00,3.030935432415898578e+00,2.500000000000000000e+00
-1.022499799999999937e+01,8.975002000000003477e+00,3.067653615931851707e+00,2.500000000000000000e+00
-1.157499799999999368e+01,9.075002000000004898e+00,3.030935432415898578e+00,2.500000000000000000e+00
-1.292499799999999510e+01,9.225002000000003477e+00,-2.269456151516361597e+00,2.500000000000000000e+00
-1.397499799999999937e+01,7.975002000000003477e+00,-1.451367400776559347e+00,2.500000000000000000e+00
-1.382499800000000079e+01,6.725002000000003477e+00,-1.530817639671603114e+00,2.500000000000000000e+00
-1.377499799999999652e+01,5.475002000000003477e+00,-1.591201657481436493e+00,2.500000000000000000e+00
